"id","item","response","response_id","object","respondent_id","temperature"
"35","chair","paperweight",2022040035,"book","cmpl-4zrXf5f89HctStj42UI8NCmMxujME",0.69
"36","chair","prop up a wobbly table or chair",2022040036,"book","cmpl-4zrXf5f89HctStj42UI8NCmMxujME",0.69
"37","chair","weapon (for self-defense or attack)",2022040037,"book","cmpl-4zrXf5f89HctStj42UI8NCmMxujME",0.69
"38","chair","doorstop",2022040038,"book","cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR",0.69
"39","chair","paperweight",2022040039,"book","cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR",0.69
"40","chair","prop up a wobbly table leg",2022040040,"book","cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR",0.69
"41","chair","make a small shelf or ledge",2022040041,"book","cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR",0.69
"42","chair","hold open a window or door",2022040042,"book","cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR",0.69
"43","chair","doorstop",2022040043,"book","cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7",0.69
"44","chair","level a table or shelf",2022040044,"book","cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7",0.69
"45","chair","paperweight",2022040045,"book","cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7",0.69
"46","chair","make a impromptu stool or chair",2022040046,"book","cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7",0.69
"47","chair","used in place of a cutting board when slicing vegetables or meat",2022040047,"book","cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7",0.69
"48","chair","doorstop",2022040048,"book","cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA",0.7
"49","chair","keep a table level",2022040049,"book","cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA",0.7
"50","chair","make a paperweight",2022040050,"book","cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA",0.7
"51","chair","coaster for hot drinks",2022040051,"book","cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA",0.7
"52","chair","hold open a window or door",2022040052,"book","cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA",0.7
"53","chair","can be",2022040053,"book","cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA",0.7
"54","chair","doorstop",2022040054,"book","cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0",0.7
"55","chair","start a fire in an emergency situation",2022040055,"book","cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0",0.7
"56","chair","coaster for your beverage",2022040056,"book","cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0",0.7
"57","chair","level a table or surface",2022040057,"book","cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0",0.7
"58","chair","used as decoration on a shelf or mantelpiece",2022040058,"book","cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0",0.7
"59","chair","doorstop",2022040059,"book","cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW",0.7
"60","chair","start a fire",2022040060,"book","cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW",0.7
"61","chair","prop up a table",2022040061,"book","cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW",0.7
"62","chair","paperweight",2022040062,"book","cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW",0.7
"63","chair","hold open a window",2022040063,"book","cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW",0.7
"64","chair","make a paper",2022040064,"book","cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW",0.7
"65","chair","doorstop",2022040065,"book","cmpl-4zrY43R3rQ3No2WeD92L3z2neSrOb",0.71
"66","chair","level a table or shelf",2022040066,"book","cmpl-4zrY43R3rQ3No2WeD92L3z2neSrOb",0.71
"67","chair","paperweight",2022040067,"book","cmpl-4zrY43R3rQ3No2WeD92L3z2neSrOb",0.71
"68","chair","make a collage or scrapbook",2022040068,"book","cmpl-4zrY43R3rQ3No2WeD92L3z2neSrOb",0.71
"69","chair","used as kindling for a fire",2022040069,"book","cmpl-4zrY43R3rQ3No2WeD92L3z2neSrOb",0.71
"70","chair","can",2022040070,"book","cmpl-4zrY43R3rQ3No2WeD92L3z2neSrOb",0.71
"71","chair","doorstop",2022040071,"book","cmpl-4zrY7biIuR673z5KZea1gP4gUMbXw",0.71
"72","chair","level a table or other surface",2022040072,"book","cmpl-4zrY7biIuR673z5KZea1gP4gUMbXw",0.71
"73","chair","prop up a wobbly chair or couch",2022040073,"book","cmpl-4zrY7biIuR673z5KZea1gP4gUMbXw",0.71
"74","chair","paperweight",2022040074,"book","cmpl-4zrY7biIuR673z5KZea1gP4gUMbXw",0.71
"75","chair","door stop in an open doorway to help",2022040075,"book","cmpl-4zrY7biIuR673z5KZea1gP4gUMbXw",0.71
"76","chair","doorstop",2022040076,"book","cmpl-4zrYCltQ18NBmTUndQEolfNeRJhmu",0.71
"77","chair","level a table or shelf",2022040077,"book","cmpl-4zrYCltQ18NBmTUndQEolfNeRJhmu",0.71
"78","chair","paperweight",2022040078,"book","cmpl-4zrYCltQ18NBmTUndQEolfNeRJhmu",0.71
"79","chair","keep papers from blowing away in the wind",2022040079,"book","cmpl-4zrYCltQ18NBmTUndQEolfNeRJhmu",0.71
"80","chair","make a small step stool",2022040080,"book","cmpl-4zrYCltQ18NBmTUndQEolfNeRJhmu",0.71
"81","chair","book",2022040081,"book","cmpl-4zrYCltQ18NBmTUndQEolfNeRJhmu",0.71
"82","chair","doorstop",2022040082,"book","cmpl-4zrYH49qGBQRZzNi4eQHpNxlQUABG",0.72
"83","chair","prop up a wobbly table",2022040083,"book","cmpl-4zrYH49qGBQRZzNi4eQHpNxlQUABG",0.72
"84","chair","make a paper airplane",2022040084,"book","cmpl-4zrYH49qGBQRZzNi4eQHpNxlQUABG",0.72
"85","chair","used as kindling for a fire",2022040085,"book","cmpl-4zrYH49qGBQRZzNi4eQHpNxlQUABG",0.72
"86","chair","absorb spilled liquid",2022040086,"book","cmpl-4zrYH49qGBQRZzNi4eQHpNxlQUABG",0.72
"87","chair","collection of books",2022040087,"book","cmpl-4zrYH49qGBQRZzNi4eQHpNxlQUABG",0.72
"88","chair","door stop",2022040088,"book","cmpl-4zrYM3srgr0AI600HuaSfbe20ECSu",0.72
"89","chair","level a table",2022040089,"book","cmpl-4zrYM3srgr0AI600HuaSfbe20ECSu",0.72
"90","chair","prop up a wobbly chair",2022040090,"book","cmpl-4zrYM3srgr0AI600HuaSfbe20ECSu",0.72
"91","chair","paperweight",2022040091,"book","cmpl-4zrYM3srgr0AI600HuaSfbe20ECSu",0.72
"92","chair","make a small stool or side table",2022040092,"book","cmpl-4zrYM3srgr0AI600HuaSfbe20ECSu",0.72
"93","chair","cut in half and the",2022040093,"book","cmpl-4zrYM3srgr0AI600HuaSfbe20ECSu",0.72
"94","chair","doorstop",2022040094,"book","cmpl-4zrYSw9ZuzkGoOZpvQWkzfHkJCPVP",0.72
"95","chair","level a table or chair",2022040095,"book","cmpl-4zrYSw9ZuzkGoOZpvQWkzfHkJCPVP",0.72
"96","chair","paperweight",2022040096,"book","cmpl-4zrYSw9ZuzkGoOZpvQWkzfHkJCPVP",0.72
"97","chair","prop open a window",2022040097,"book","cmpl-4zrYSw9ZuzkGoOZpvQWkzfHkJCPVP",0.72
"98","chair","coaster for a hot beverage",2022040098,"book","cmpl-4zrYSw9ZuzkGoOZpvQWkzfHkJCPVP",0.72
"99","chair","used",2022040099,"book","cmpl-4zrYSw9ZuzkGoOZpvQWkzfHkJCPVP",0.72
"100","chair","doorstop",2022040100,"book","cmpl-4zrYYESZQhEvKOpsl2Y3ne59QvPUs",0.73
"101","chair","level a table or chair",2022040101,"book","cmpl-4zrYYESZQhEvKOpsl2Y3ne59QvPUs",0.73
"102","chair","paperweight",2022040102,"book","cmpl-4zrYYESZQhEvKOpsl2Y3ne59QvPUs",0.73
"103","chair","prop up a wobbly leg on a piece of furniture",2022040103,"book","cmpl-4zrYYESZQhEvKOpsl2Y3ne59QvPUs",0.73
"104","chair","used as fuel for a fire",2022040104,"book","cmpl-4zrYYESZQhEvKOpsl2Y3ne59QvPUs",0.73
"105","chair","door stop",2022040105,"book","cmpl-4zrYcXgHic5zBGK8skxbt7IwK8Ok2",0.73
"106","chair","level a table or shelf",2022040106,"book","cmpl-4zrYcXgHic5zBGK8skxbt7IwK8Ok2",0.73
"107","chair","prop up a wobbly chair or table leg",2022040107,"book","cmpl-4zrYcXgHic5zBGK8skxbt7IwK8Ok2",0.73
"108","chair","paperweight",2022040108,"book","cmpl-4zrYcXgHic5zBGK8skxbt7IwK8Ok2",0.73
"109","chair","smash spiders or other bugs",2022040109,"book","cmpl-4zrYcXgHic5zBGK8skxbt7IwK8Ok2",0.73
"110","chair","doorstop",2022040110,"book","cmpl-4zrYhuBnwno40N3NzfKumie34U6k8",0.73
"111","chair","level a table or chair",2022040111,"book","cmpl-4zrYhuBnwno40N3NzfKumie34U6k8",0.73
"112","chair","paperweight",2022040112,"book","cmpl-4zrYhuBnwno40N3NzfKumie34U6k8",0.73
"113","chair","prop up a wobbly table leg",2022040113,"book","cmpl-4zrYhuBnwno40N3NzfKumie34U6k8",0.73
"114","chair","used as kindling for a fire",2022040114,"book","cmpl-4zrYhuBnwno40N3NzfKumie34U6k8",0.73
"115","chair","book",2022040115,"book","cmpl-4zrYhuBnwno40N3NzfKumie34U6k8",0.73
"116","chair","Make a book into a lampshade",2022040116,"book","cmpl-4zrYkCsqHkasbROCFVWUUjNxTKWA5",0.74
"117","chair","clock by gluing numbers to the cover and attaching hands",2022040117,"book","cmpl-4zrYkCsqHkasbROCFVWUUjNxTKWA5",0.74
"118","chair","Create a sculpture or collage by decoupaging old book pages onto an object",2022040118,"book","cmpl-4zrYkCsqHkasbROCFVWUUjNxTKWA5",0.74
"119","chair","Make coasters out ofbook pages sealed with mod podge.",2022040119,"book","cmpl-4zrYkCsqHkasbROCFVWUUjNxTKWA5",0.74
"120","chair","Fold the pages of an old book",2022040120,"book","cmpl-4zrYkCsqHkasbROCFVWUUjNxTKWA5",0.74
"121","chair","doorstop",2022040121,"book","cmpl-4zrYpCuQ5hsc5BzfI4p1eiCINiTKw",0.74
"122","chair","level a table or shelf",2022040122,"book","cmpl-4zrYpCuQ5hsc5BzfI4p1eiCINiTKw",0.74
"123","chair","paperweight",2022040123,"book","cmpl-4zrYpCuQ5hsc5BzfI4p1eiCINiTKw",0.74
"124","chair","make a collage or sculpture",2022040124,"book","cmpl-4zrYpCuQ5hsc5BzfI4p1eiCINiTKw",0.74
"125","chair","used as fuel for a fire",2022040125,"book","cmpl-4zrYpCuQ5hsc5BzfI4p1eiCINiTKw",0.74
"126","chair","used",2022040126,"book","cmpl-4zrYpCuQ5hsc5BzfI4p1eiCINiTKw",0.74
"127","chair","door stop",2022040127,"book","cmpl-4zrYsthVkMmBWLB5euet6UOY3DuCE",0.74
"128","chair","balance a wobbly table",2022040128,"book","cmpl-4zrYsthVkMmBWLB5euet6UOY3DuCE",0.74
"129","chair","paperweight",2022040129,"book","cmpl-4zrYsthVkMmBWLB5euet6UOY3DuCE",0.74
"130","chair","prop up a wonky picture frame",2022040130,"book","cmpl-4zrYsthVkMmBWLB5euet6UOY3DuCE",0.74
"131","chair","make a small stool more comfortable",2022040131,"book","cmpl-4zrYsthVkMmBWLB5euet6UOY3DuCE",0.74
"132","chair","A",2022040132,"book","cmpl-4zrYsthVkMmBWLB5euet6UOY3DuCE",0.74
"133","chair","doorstop",2022040133,"book","cmpl-4zrYvKNbYe9QLba3L9kPiyeRSNAdt",0.75
"134","chair","prop up a wobbly table",2022040134,"book","cmpl-4zrYvKNbYe9QLba3L9kPiyeRSNAdt",0.75
"135","chair","coaster for your cold beverage",2022040135,"book","cmpl-4zrYvKNbYe9QLba3L9kPiyeRSNAdt",0.75
"136","chair","hold open a window",2022040136,"book","cmpl-4zrYvKNbYe9QLba3L9kPiyeRSNAdt",0.75
"137","chair","can serve as a paperweight on your desk",2022040137,"book","cmpl-4zrYvKNbYe9QLba3L9kPiyeRSNAdt",0.75
"138","chair","You",2022040138,"book","cmpl-4zrYvKNbYe9QLba3L9kPiyeRSNAdt",0.75
"139","chair","Make a book into a clock by attaching clock hands to the cover",2022040139,"book","cmpl-4zrYzrBuvP3imgFgz5iKgDWoCMvF2",0.75
"140","chair","secret hiding place by cutting out a square hole in the center of the pages",2022040140,"book","cmpl-4zrYzrBuvP3imgFgz5iKgDWoCMvF2",0.75
"141","chair","Use an old book as decoration by stacking it on top of other books or placing it in an empty frame",2022040141,"book","cmpl-4zrYzrBuvP3imgFgz5iKgDWoCMvF2",0.75
"142","chair","Repurpose a hardcover book into a photo",2022040142,"book","cmpl-4zrYzrBuvP3imgFgz5iKgDWoCMvF2",0.75
"143","chair","doorstop",2022040143,"book","cmpl-4zrZ42wRutcDFNibsKTG97iSLThCM",0.75
"144","chair","level a table",2022040144,"book","cmpl-4zrZ42wRutcDFNibsKTG97iSLThCM",0.75
"145","chair","prop up a wobbly chair",2022040145,"book","cmpl-4zrZ42wRutcDFNibsKTG97iSLThCM",0.75
"146","chair","paperweight",2022040146,"book","cmpl-4zrZ42wRutcDFNibsKTG97iSLThCM",0.75
"147","chair","make a papier-mâché mask or sculpture",2022040147,"book","cmpl-4zrZ42wRutcDFNibsKTG97iSLThCM",0.75
"148","chair","doorstop",2022040148,"book","cmpl-4zrZ6iqXWuJnn7X7Ou7Up61L217rn",0.76
"149","chair","start a fire",2022040149,"book","cmpl-4zrZ6iqXWuJnn7X7Ou7Up61L217rn",0.76
"150","chair","coaster for your drink",2022040150,"book","cmpl-4zrZ6iqXWuJnn7X7Ou7Up61L217rn",0.76
"151","chair","prop up a table or shelf",2022040151,"book","cmpl-4zrZ6iqXWuJnn7X7Ou7Up61L217rn",0.76
"152","chair","cut up and made into paper airplanes or origami shapes",2022040152,"book","cmpl-4zrZ6iqXWuJnn7X7Ou7Up61L217rn",0.76
"153","chair","doorstop",2022040153,"book","cmpl-4zrZAUmJ0wliAvLrrK2j6rzVmvpKC",0.76
"154","chair","level a table or piece of furniture",2022040154,"book","cmpl-4zrZAUmJ0wliAvLrrK2j6rzVmvpKC",0.76
"155","chair","paperweight",2022040155,"book","cmpl-4zrZAUmJ0wliAvLrrK2j6rzVmvpKC",0.76
"156","chair","decorate a room or shelf",2022040156,"book","cmpl-4zrZAUmJ0wliAvLrrK2j6rzVmvpKC",0.76
"157","chair","used as part of a centerpieces for a party or event",2022040157,"book","cmpl-4zrZAUmJ0wliAvLrrK2j6rzVmvpKC",0.76
"158","chair","doorstop",2022040158,"book","cmpl-4zrZF2zTP1YbQKy7UTpONmDqWXo46",0.76
"159","chair","level a table or other surface",2022040159,"book","cmpl-4zrZF2zTP1YbQKy7UTpONmDqWXo46",0.76
"160","chair","prop open a window",2022040160,"book","cmpl-4zrZF2zTP1YbQKy7UTpONmDqWXo46",0.76
"161","chair","coaster for a hot beverage",2022040161,"book","cmpl-4zrZF2zTP1YbQKy7UTpONmDqWXo46",0.76
"162","chair","weight to hold down papers or other materials",2022040162,"book","cmpl-4zrZF2zTP1YbQKy7UTpONmDqWXo46",0.76
"163","chair","Use it as a back scratcher",2022040163,"fork","cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO",0.67
"164","chair","Use it to pick up small items like coins or beads",2022040164,"fork","cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO",0.67
"165","chair","Use it as a hairpin or hair tie",2022040165,"fork","cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO",0.67
"166","chair","Turn it into a miniature shovel for potted plants",2022040166,"fork","cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO",0.67
"167","chair","Stick it in the ground to mark your spot in a park",2022040167,"fork","cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO",0.67
"168","chair","back scratcher",2022040168,"fork","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI",0.67
"169","chair","pick up small items like rice or beans",2022040169,"fork","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI",0.67
"170","chair","apply makeup such as lip gloss or mascara",2022040170,"fork","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI",0.67
"171","chair","clean dirt and grime out of small crevices and corners",2022040171,"fork","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI",0.67
"172","chair","fork",2022040172,"fork","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI",0.67
"173","chair","eat food",2022040173,"fork","cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw",0.67
"174","chair","hold food while cutting it with a knife",2022040174,"fork","cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw",0.67
"175","chair","spear food",2022040175,"fork","cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw",0.67
"176","chair","pick up food that has fallen on the floor",2022040176,"fork","cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw",0.67
"177","chair","back scratcher",2022040177,"fork","cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw",0.67
"178","chair","A",2022040178,"fork","cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw",0.67
"179","chair","back scratcher",2022040179,"fork","cmpl-4zrZWebxU7t3KID75VgorICiQ98tS",0.68
"180","chair","comb your hair",2022040180,"fork","cmpl-4zrZWebxU7t3KID75VgorICiQ98tS",0.68
"181","chair","toothpick",2022040181,"fork","cmpl-4zrZWebxU7t3KID75VgorICiQ98tS",0.68
"182","chair","scrape dirt off your shoes",2022040182,"fork","cmpl-4zrZWebxU7t3KID75VgorICiQ98tS",0.68
"183","chair","pick up small objects like paperclips or beads",2022040183,"fork","cmpl-4zrZWebxU7t3KID75VgorICiQ98tS",0.68
"184","chair","fork",2022040184,"fork","cmpl-4zrZWebxU7t3KID75VgorICiQ98tS",0.68
"185","chair","toothpick",2022040185,"fork","cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6",0.68
"186","chair","make small holes in fabric so that you can thread ribbon or string through it to create decorations",2022040186,"fork","cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6",0.68
"187","chair","makeshift chopsticks when eating rice or noodles",2022040187,"fork","cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6",0.68
"188","chair","play the steel pan drums",2022040188,"fork","cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6",0.68
"189","chair","A",2022040189,"fork","cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6",0.68
"190","chair","hairpin",2022040190,"fork","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",0.68
"191","chair","toothpick",2022040191,"fork","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",0.68
"192","chair","remove splinters",2022040192,"fork","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",0.68
"193","chair","clean under your fingernails",2022040193,"fork","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",0.68
"194","chair","can double as a chopstick holder.",2022040194,"fork","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",0.68
"195","chair","Use the tines of a fork",2022040195,"fork","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",0.68
"196","chair","Use a fork to eat soup without making a mess",2022040196,"fork","cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI",0.69
"197","chair","Use a fork to eat spaghetti without making a mess",2022040197,"fork","cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI",0.69
"198","chair","Use a fork to eat salad without making a mess",2022040198,"fork","cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI",0.69
"199","chair","Use a fork as a makeshift spoon if you don't have one handy",2022040199,"fork","cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI",0.69
"200","chair","use two forks stuck together tine-side out to make impromptu chopsticks",2022040200,"fork","cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI",0.69
"201","chair","Eat like a king or queen with your very own fork!",2022040201,"fork","cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC",0.69
"202","chair","Use it as a bookmark!",2022040202,"fork","cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC",0.69
"203","chair","Give your pet cat or dog a bath with the help of your trusty fork",2022040203,"fork","cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC",0.69
"204","chair","Get rid of pesky bugs in your home by shooing them away with a fork",2022040204,"fork","cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC",0.69
"205","chair","Cook up a storm in the kitchen with some assistance from",2022040205,"fork","cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC",0.69
"206","chair","Using a fork to eat spaghetti instead of a spoon",2022040206,"fork","cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K",0.69
"207","chair","Using a fork to apply makeup instead of a brush",2022040207,"fork","cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K",0.69
"208","chair","Using a fork as a backscratcher",2022040208,"fork","cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K",0.69
"209","chair","Using a fork to play the violin",2022040209,"fork","cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K",0.69
"210","chair","Using a fork to open bottles or cans",2022040210,"fork","cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K",0.69
"211","chair","Using forks as chopsticks",2022040211,"fork","cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K",0.69
"212","chair","Creating art with",2022040212,"fork","cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K",0.69
"213","chair","back scratcher",2022040213,"fork","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm",0.7
"214","chair","play the xylophone",2022040214,"fork","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm",0.7
"215","chair","toothpick",2022040215,"fork","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm",0.7
"216","chair","If you put a rubber band around the tines of a fork it becomes a mini-trampoline for ants or other small insects",2022040216,"fork","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm",0.7
"217","chair","plastic",2022040217,"fork","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm",0.7
"218","chair","back scratcher",2022040218,"fork","cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa",0.7
"219","chair","pick up food that is out of reach",2022040219,"fork","cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa",0.7
"220","chair","comb your hair",2022040220,"fork","cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa",0.7
"221","chair","apply makeup",2022040221,"fork","cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa",0.7
"222","chair","toothpick",2022040222,"fork","cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa",0.7
"223","chair","used to",2022040223,"fork","cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa",0.7
"224","chair","Use a fork to eat food off of a plate",2022040224,"fork","cmpl-4zra0z5F57t7Ygw0bm05szm3Hl5yd",0.7
"225","chair","Stick a fork in a electrical outlet to see if it is still working",2022040225,"fork","cmpl-4zra0z5F57t7Ygw0bm05szm3Hl5yd",0.7
"226","chair","Use a fork as a back scratcher",2022040226,"fork","cmpl-4zra0z5F57t7Ygw0bm05szm3Hl5yd",0.7
"227","chair","Hold a fork up to the light to see if it is bent",2022040227,"fork","cmpl-4zra0z5F57t7Ygw0bm05szm3Hl5yd",0.7
"228","chair","Try to balance a fork on its end",2022040228,"fork","cmpl-4zra0z5F57t7Ygw0bm05szm3Hl5yd",0.7
